dataset,trend_type,period_type,model,time,mse_trend,mse_seasonal,mse_residual,mae_trend,mae_seasonal,mae_residual,rmse_trend,rmse_seasonal,rmse_residual,corr_trend,corr_seasonal,corr_residual,psnr_trend,psnr_seasonal,psnr_residual,selected_method
synth4,linear,transitive,LGTD,0.010853767395019531,2.995745604049635,16.630693828783617,13.60555111035877,1.4989128110674939,3.3203693002122674,2.967265310462938,1.7308222335207146,4.078074769886351,3.688570334202504,0.9999999999999998,0.9945935261994535,0.15521127968000645,27.271806488573205,21.770296404070347,-0.10825624543538638,linear
synth4,linear,transitive,LGTD_Linear,0.0067751407623291016,2.995745604049635,16.630693828783617,13.60555111035877,1.4989128110674939,3.3203693002122674,2.967265310462938,1.7308222335207146,4.078074769886351,3.688570334202504,0.9999999999999998,0.9945935261994535,0.15521127968000645,27.271806488573205,21.770296404070347,-0.10825624543538638,linear
synth4,linear,transitive,LGTD_LOWESS,0.08413100242614746,25.6346535343024,42.93240042041481,16.922272678942957,2.035505338307847,4.654969869194412,3.4122947645125206,5.063067601198151,6.55228207729298,4.1136690045436275,0.8987559058065006,0.985119058247776,0.1783614572159967,17.948581274642933,17.651548374020976,-1.055681752382508,lowess
synth4,linear,transitive,STL,0.18284893035888672,4.868275232607347,216.5442225950079,213.14302849982286,1.2100917675778755,10.27095416407049,10.27258425309,2.20641683111042,14.71544163778335,14.599418772671152,0.9857028724838994,0.9089326004038981,0.01819576511250227,25.163104560571924,10.62393407438681,-12.057806186893792,
synth8,inverted_v,variable,LGTD,0.08954000473022461,656.6182136522415,678.8913946509416,37.2143303747622,21.32002860465327,21.62457683625716,5.2137736552486,25.624562701678276,26.05554441286809,6.100354938424665,0.737225145787651,0.7024553275658104,-0.24465969677707025,11.818179063129424,5.66135633068079,-4.47819695227773,lowess
synth8,inverted_v,variable,LGTD_Linear,0.005712985992431641,790.6183587212837,830.5614864644712,34.48742015548003,23.496899011948482,22.457793858730483,5.254890468639401,28.117936601416606,28.819463674129523,5.872599097118756,0.1831300412374361,0.790897154156986,0.006952969010930328,11.011639368313608,4.78564148041723,-4.1477019443384835,linear
synth8,inverted_v,variable,LGTD_LOWESS,0.08366107940673828,656.6182136522415,678.8913946509416,37.2143303747622,21.32002860465327,21.62457683625716,5.2137736552486,25.624562701678276,26.05554441286809,6.100354938424665,0.737225145787651,0.7024553275658104,-0.24465969677707025,11.818179063129424,5.66135633068079,-4.47819695227773,lowess
synth8,inverted_v,variable,STL,0.18099308013916016,626.500387732845,1238.7184103956263,236.86468581206816,20.687589526707676,31.380101425086103,11.326166630181142,25.029989766934484,35.19543166940315,15.390408890346876,0.7542443232993795,0.15137792920815768,0.017434715477126647,12.022094874731373,3.0496334451434,-12.516098029406827,
synth1,linear,fixed,LGTD,0.010055780410766602,0.6500117038290258,12.86631398344671,16.65808815576293,0.7102156593355134,2.7809124092037725,3.2673640815259413,0.8062330332038162,3.5869644524927633,4.08143212068545,0.9999999999999997,0.9971760876128116,0.08256056003097074,33.907644031327216,22.884858631610495,-0.9873464248603974,linear
synth1,linear,fixed,LGTD_Linear,0.0060160160064697266,0.6500117038290258,12.86631398344671,16.65808815576293,0.7102156593355134,2.7809124092037725,3.2673640815259413,0.8062330332038162,3.5869644524927633,4.08143212068545,0.9999999999999997,0.9971760876128116,0.08256056003097074,33.907644031327216,22.884858631610495,-0.9873464248603974,linear
synth1,linear,fixed,LGTD_LOWESS,0.08451676368713379,14.652720423832664,26.124472838917324,16.369243365572895,1.3176090851334816,3.8661806406472556,3.384202548912861,3.8278872010330534,5.11121050622231,4.045892159409701,0.9489922812227719,0.9909941354818946,0.1922742949970128,20.37767316281796,19.808924730154793,-0.9113809192597782,lowess
synth1,linear,fixed,STL,0.18450212478637695,0.010175426332912975,0.16405498710607064,0.17321499877201663,0.08093355078131942,0.3160091476727197,0.3246273570466307,0.10087331824081616,0.405037019426707,0.416191060418189,0.9999656991120595,0.9999341046615144,0.9106046210466604,51.96132965091736,41.829505716352706,18.843050185029206,
synth2,inverted_v,fixed,LGTD,0.08983492851257324,5.362638616792237,79.21505224839431,79.40148961803753,1.0296251502126894,7.349644121431051,7.404429981472985,2.315737164876929,8.900283829653654,8.910751349804208,0.9971446010770794,0.9864195270429692,0.021752564297355878,32.69752300332888,14.99132295677292,-7.769381365346284,lowess
synth2,inverted_v,fixed,LGTD_Linear,0.005562305450439453,776.6815675625799,847.6840532025597,71.73745106081881,22.984090724301318,21.994095640696244,6.919894798536638,27.86900729417142,29.115014222949636,8.469796400198698,0.18313004123743606,0.7727666453056845,0.01424012072167731,11.088878331112033,4.697059954702257,-7.328554278945909,linear
synth2,inverted_v,fixed,LGTD_LOWESS,0.08348512649536133,5.362638616792237,79.21505224839431,79.40148961803753,1.0296251502126894,7.349644121431051,7.404429981472985,2.315737164876929,8.900283829653654,8.910751349804208,0.9971446010770794,0.9864195270429692,0.021752564297355878,32.69752300332888,14.99132295677292,-7.769381365346284,lowess
synth2,inverted_v,fixed,STL,0.09409594535827637,0.1891040283870172,0.13090884604560368,0.30666858961602783,0.1717063079379658,0.2844548545552601,0.3571540797442278,0.4348609299385462,0.3618132751096948,0.5537766604110612,0.999889796016984,0.9999477540122832,0.84544944836079,47.22430051084301,42.80971014077075,16.362212177302045,
synth7,linear,variable,LGTD,0.009447813034057617,14.084097513015083,40.3444152965297,29.416096907423235,3.2441599222857587,5.146111774740438,4.432896889222049,3.7528785635849027,6.351725379495693,5.423660840006797,0.9999999999999999,0.9871038480054896,-0.11833184832882836,20.549565562633404,17.921525111326343,-3.456945340031532,linear
synth7,linear,variable,LGTD_Linear,0.0061109066009521484,14.084097513015083,40.3444152965297,29.416096907423235,3.2441599222857587,5.146111774740438,4.432896889222049,3.7528785635849027,6.351725379495693,5.423660840006797,0.9999999999999999,0.9871038480054896,-0.11833184832882836,20.549565562633404,17.921525111326343,-3.456945340031532,linear
synth7,linear,variable,LGTD_LOWESS,0.08324193954467773,667.7918727407961,692.294525238122,37.219174607750524,21.54981457355518,21.978731710966176,5.207133060235966,25.841669310259274,26.311490365202083,6.100751970679559,0.2439384809369891,0.6941896660176609,-0.2482507594466428,3.7904445032847933,5.576450396749671,-4.478762241701989,lowess
synth7,linear,variable,STL,0.18251490592956543,636.983072420683,1238.6711002508555,232.72763912031596,20.9034279023941,31.40666387967889,11.213940183021652,25.238523578463994,35.19475955665638,15.255413436558053,0.2937753787014625,0.1518074776299249,0.01920029850476604,3.9955768828374527,3.0497993176049247,-12.439574502969965,
synth9,piecewise,variable,LGTD,0.08654904365539551,1714.3628289452354,1775.2389120412702,90.46977726934774,34.94509741882785,35.24265402342845,7.580323299209427,41.40486479805526,42.1335841347644,9.511560191122577,0.6070607929898634,0.6872279065613834,-0.3107627011860493,10.26564795287889,5.56919093379547,-8.33613007528028,lowess
synth9,piecewise,variable,LGTD_Linear,0.005593776702880859,371.729691965791,447.4212820927223,78.5686630190165,16.16072701131948,17.231842862041166,6.973787238336832,19.280292839212557,21.152335145149397,8.863896604711524,0.8733535454937551,0.9442836100624389,-0.049935073752562856,16.904402851708834,11.554592641966138,-7.723588493544501,linear
synth9,piecewise,variable,LGTD_LOWESS,0.08357000350952148,1714.3628289452354,1775.2389120412702,90.46977726934774,34.94509741882785,35.24265402342845,7.580323299209427,41.40486479805526,42.1335841347644,9.511560191122577,0.6070607929898634,0.6872279065613834,-0.3107627011860493,10.26564795287889,5.56919093379547,-8.33613007528028,lowess
synth9,piecewise,variable,STL,0.1832869052886963,1630.0174880788918,3170.8184070719844,589.2415876759217,33.51560610861382,50.257074406275194,17.90676918163996,40.373475055770115,56.31002048545165,24.27429891214001,0.6486729359028508,0.1520491456718479,-4.200973125922661e-05,10.484752731164718,3.0500453147768605,-16.47402877437767,
synth5,inverted_v,transitive,LGTD,0.08681702613830566,8.524751919498458,91.14103020064785,81.60202569257069,1.4136028892987476,7.860061644319422,7.511144427645524,2.919717780796366,9.546781143435092,9.033383955781504,0.9946871573415951,0.9853693594460122,0.012842310901479068,30.684490822242164,14.382260754073064,-7.888104262490887,lowess
synth5,inverted_v,transitive,LGTD_Linear,0.0053539276123046875,777.0790294242149,847.6804333323552,73.80815046902559,22.963127113742758,21.93448621112496,7.129410016543217,27.87613727588912,29.114952057874923,8.591167002743317,0.18313004123743606,0.7792461757384521,0.05435708626085954,11.08665642514563,4.69707850044469,-7.4521380905429,linear
synth5,inverted_v,transitive,LGTD_LOWESS,0.08327388763427734,8.524751919498458,91.14103020064785,81.60202569257069,1.4136028892987476,7.860061644319422,7.511144427645524,2.919717780796366,9.546781143435092,9.033383955781504,0.9946871573415951,0.9853693594460122,0.012842310901479068,30.684490822242164,14.382260754073064,-7.888104262490887,lowess
synth5,inverted_v,transitive,STL,0.18245887756347656,3.52490991301162,215.45593684083696,213.5242382375805,1.0210122569089424,10.257144989287534,10.223203376320729,1.8774743441686814,14.678417382021706,14.612468588078487,0.9978059178670955,0.9095904629087335,0.05126863591830428,34.51982809484017,10.645815431940779,-12.065566675804739,
synth6,piecewise,transitive,LGTD,0.08742904663085938,66.38082806745892,117.58157764362922,49.58126831095494,3.4565749354176676,7.978285613311987,6.009280345679937,8.14744303861395,10.843503937548473,7.041396758524188,0.9772991096545492,0.9853841047933186,0.12561713471225136,24.38624871278304,17.358406909720728,-5.724271184349422,lowess
synth6,piecewise,transitive,LGTD_Linear,0.00586390495300293,343.230034736134,412.5818375932424,38.11939745343593,15.607748432647472,16.8725190073251,5.085088639015857,18.526468490679328,20.312110613947592,6.174090819986043,0.8733535454937551,0.9421179921286323,0.11425252794170725,17.25082252715908,11.906698681524908,-4.582555136191052,linear
synth6,piecewise,transitive,LGTD_LOWESS,0.08340907096862793,66.38082806745892,117.58157764362922,49.58126831095494,3.4565749354176676,7.978285613311987,6.009280345679937,8.14744303861395,10.843503937548473,7.041396758524188,0.9772991096545492,0.9853841047933186,0.12561713471225136,24.38624871278304,17.358406909720728,-5.724271184349422,lowess
synth6,piecewise,transitive,STL,0.1820509433746338,13.128438113094111,554.0813370119719,545.836622874319,2.0975995143028103,16.423872583337406,16.435666505186752,3.6233186601642022,23.538932367717358,23.363146681778954,0.9957070399654525,0.9089789305593001,-0.0019146565453853183,31.424544757301366,10.626064518139097,-16.141721576872737,
synth3,piecewise,fixed,LGTD,0.08578085899353027,38.498859195931054,72.28550302849203,48.9096034562757,2.3011138917051697,6.652628520253071,5.9811185937137505,6.204744893702807,8.502088156946623,6.993540123304913,0.9872413533755995,0.9915238849175311,0.18491038167235613,26.752196763711883,19.471287663991742,-5.66503628126631,lowess
synth3,piecewise,fixed,LGTD_Linear,0.006067991256713867,337.1805180866233,367.5478531673853,46.59235397462262,15.460403242605302,16.10266387681926,5.5630413342135165,18.36247581582133,19.17153757963574,6.825859211456285,0.8733535454937552,0.9485319742801925,0.05750195144288979,17.328050633620467,12.408660835879171,-5.454241391757569,linear
